Dex,Pokemon,Type Icon I,Type Icon II,Sprite,Raw (Showdown),Image,Raw (Serebii),Current Team,Current Trainer,Tier,Games GP,W,L,WR,KDA K,D,+/-,Damage Dmg Dealt,Dmg Taken,Dmg Diff,Dmg Ratio,Column 103,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Season 1 Team,Exceptions,Exception Only,Column 78,Mold Breaker Weaknesses Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,Column 77,Weaknesses + Only Unoptional Exceptions Normal1,Fire1,Water1,Electric1,Grass1,Ice1,Fighting1,Poison1,Ground1,Flying1,Psychic1,Bug1,Rock1,Ghost1,Dragon1,Dark1,Steel1,Fairy1,Column 98,Weaknesses + All Exceptions Normal2,Fire2,Water2,Electric2,Grass2,Ice2,Fighting2,Poison2,Ground2,Flying2,Psychic2,Bug2,Rock2,Ghost2,Dragon2,Dark2,Steel2,Fairy2,Column 79,Showdown Gen 5 Link,Serebii New,Serebii Link,Raw (Pokemon DB),DBLink,Backup DBLink,Blank
954,Rabsca,,,,rabsca,,954,,,C,,,,,,,,,,,,,75,50,85,115,100,45,470,Bug,Psychic,Synchronize,,Telepathy,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/rabsca.png,https://www.serebii.net/scarletviolet/pokemon/new/954.png,https://www.serebii.net/pokemon/art/954.png,rabsca,https://img.pokemondb.net/artwork/large/rabsca.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/rabsca.png,
955,Flittle,,,,flittle,,955,,,Z,,,,,,,,,,,,,30,35,30,55,30,75,255,Psychic,,Anticipation,Frisk,Speed Boost,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/flittle.png,https://www.serebii.net/scarletviolet/pokemon/new/955.png,https://www.serebii.net/pokemon/art/955.png,flittle,https://img.pokemondb.net/artwork/large/flittle.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/flittle.png,
956,Espathra,,,,espathra,,956,,,B,,,,,,,,,,,,,75,60,60,101,60,105,461,Psychic,,Opportunist,Frisk,Speed Boost,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/espathra.png,https://www.serebii.net/scarletviolet/pokemon/new/956.png,https://www.serebii.net/pokemon/art/956.png,espathra,https://img.pokemondb.net/artwork/large/espathra.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/espathra.png,
957,Tinkatink,,,,tinkatink,,957,,,Z,,,,,,,,,,,,,50,45,45,35,64,58,297,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,,0,-3,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/tinkatink.png,https://www.serebii.net/scarletviolet/pokemon/new/957.png,https://www.serebii.net/pokemon/art/957.png,tinkatink,https://img.pokemondb.net/artwork/large/tinkatink.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatink.png,
958,Tinkatuff,,,,tinkatuff,,958,,,Z,,,,,,,,,,,,,65,55,55,45,82,78,380,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,,0,-3,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/tinkatuff.png,https://www.serebii.net/scarletviolet/pokemon/new/958.png,https://www.serebii.net/pokemon/art/958.png,tinkatuff,https://img.pokemondb.net/artwork/large/tinkatuff.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatuff.png,
959,Tinkaton,,,,tinkaton,,959,,,C,,,,,,,,,,,,,85,75,77,70,105,94,506,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,,0,-3,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/tinkaton.png,https://www.serebii.net/scarletviolet/pokemon/new/959.png,https://www.serebii.net/pokemon/art/959.png,tinkaton,https://img.pokemondb.net/artwork/large/tinkaton.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkaton.png,
960,Wiglett,,,,wiglett,,960,,,Z,,,,,,,,,,,,,10,55,25,35,25,95,245,Water,,Gooey,Rattled,Sand Veil,,0,-3,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wiglett.png,https://www.serebii.net/scarletviolet/pokemon/new/960.png,https://www.serebii.net/pokemon/art/960.png,wiglett,https://img.pokemondb.net/artwork/large/wiglett.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wiglett.png,
961,Wugtrio,,,,wugtrio,,961,,,C,,,,,,,,,,,,,35,100,50,50,70,120,425,Water,,Gooey,Rattled,Sand Veil,,0,-3,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wugtrio.png,https://www.serebii.net/scarletviolet/pokemon/new/961.png,https://www.serebii.net/pokemon/art/961.png,wugtrio,https://img.pokemondb.net/artwork/large/wugtrio.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wugtrio.png,
962,Bombirdier,,,,bombirdier,,962,,,C,,,,,,,,,,,,,70,103,85,60,85,82,485,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,,0,-3,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bombirdier.png,https://www.serebii.net/scarletviolet/pokemon/new/962.png,https://www.serebii.net/pokemon/art/962.png,bombirdier,https://img.pokemondb.net/artwork/large/bombirdier.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bombirdier.png,
963,Finizen,,,,finizen,,963,,,Z,,,,,,,,,,,,,70,45,40,45,40,75,315,Water,,Water Veil,,,,0,-1,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/finizen.png,https://www.serebii.net/scarletviolet/pokemon/new/963.png,https://www.serebii.net/pokemon/art/963.png,finizen,https://img.pokemondb.net/artwork/large/finizen.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/finizen.png,
964,Palafin-H,,,,palafin-hero,,964-h,,,A,,,,,,,,,,,,,100,160,97,106,87,100,650,Water,,Zero to Hero,,,,0,-1,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/palafin-hero.png,https://www.serebii.net/scarletviolet/pokemon/new/964-h.png,https://www.serebii.net/pokemon/art/964-h.png,palafin-hero,https://img.pokemondb.net/artwork/large/palafin-hero.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin-hero.png,
965,Varoom,,,,varoom,,965,,,Z,,,,,,,,,,,,,45,70,63,30,45,47,300,Poison,Steel,Overcoat,,Slow Start,,0,-2,,0.5,2.0,1.0,1.0,0.25,0.5,1.0,0.0,4.0,0.5,1.0,0.25,0.5,1.0,0.5,1.0,0.5,0.25,,0.5,2.0,1.0,1.0,0.25,0.5,1.0,0.0,4.0,0.5,1.0,0.25,0.5,1.0,0.5,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/varoom.png,https://www.serebii.net/scarletviolet/pokemon/new/965.png,https://www.serebii.net/pokemon/art/965.png,varoom,https://img.pokemondb.net/artwork/large/varoom.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/varoom.png,
966,Revavroom,,,,revavroom,,966,,,C,,,,,,,,,,,,,80,119,90,54,67,90,500,Poison,Steel,Overcoat,,Filter,,1,-1,,0.5,2.0,1.0,1.0,0.25,0.5,1.0,0.0,4.0,0.5,1.0,0.25,0.5,1.0,0.5,1.0,0.5,0.25,,0.5,2.0,1.0,1.0,0.25,0.5,1.0,0.0,4.0,0.5,1.0,0.25,0.5,1.0,0.5,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/revavroom.png,https://www.serebii.net/scarletviolet/pokemon/new/966.png,https://www.serebii.net/pokemon/art/966.png,revavroom,https://img.pokemondb.net/artwork/large/revavroom.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/revavroom.png,
967,Cyclizar,,,,cyclizar,,967,,,B,,,,,,,,,,,,,70,95,65,85,65,121,501,Dragon,Normal,Shed Skin,,Regenerator,,0,-2,,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cyclizar.png,https://www.serebii.net/scarletviolet/pokemon/new/967.png,https://www.serebii.net/pokemon/art/967.png,cyclizar,https://img.pokemondb.net/artwork/large/cyclizar.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cyclizar.png,
968,Orthworm,,,,orthworm,,968,,,C,,,,,,,,,,,,,70,85,145,60,55,65,480,Steel,,Earth Eater,,Sand Veil,,1,-1,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/orthworm.png,https://www.serebii.net/scarletviolet/pokemon/new/968.png,https://www.serebii.net/pokemon/art/968.png,orthworm,https://img.pokemondb.net/artwork/large/orthworm.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/orthworm.png,
969,Glimmet,,,,glimmet,,969,,,Z,,,,,,,,,,,,,48,35,42,105,60,60,350,Poison,Rock,Toxic Debris,,Corrosion,,0,-2,,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/glimmet.png,https://www.serebii.net/scarletviolet/pokemon/new/969.png,https://www.serebii.net/pokemon/art/969.png,glimmet,https://img.pokemondb.net/artwork/large/glimmet.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmet.png,
970,Glimmora,,,,glimmora,,970,,,B,,,,,,,,,,,,,83,55,90,130,81,86,525,Poison,Rock,Toxic Debris,,Corrosion,,0,-2,,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/glimmora.png,https://www.serebii.net/scarletviolet/pokemon/new/970.png,https://www.serebii.net/pokemon/art/970.png,glimmora,https://img.pokemondb.net/artwork/large/glimmora.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmora.png,
971,Greavard,,,,greavard,,971,,,Z,,,,,,,,,,,,,50,61,60,30,55,34,290,Ghost,,Pickup,,Fluffy,,1,-1,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/greavard.png,https://www.serebii.net/scarletviolet/pokemon/new/971.png,https://www.serebii.net/pokemon/art/971.png,greavard,https://img.pokemondb.net/artwork/large/greavard.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/greavard.png,
972,Houndstone,,,,houndstone,,972,,,B,,,,,,,,,,,,,72,101,100,50,97,68,488,Ghost,,Sand Rush,,Fluffy,,1,-1,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/houndstone.png,https://www.serebii.net/scarletviolet/pokemon/new/972.png,https://www.serebii.net/pokemon/art/972.png,houndstone,https://img.pokemondb.net/artwork/large/houndstone.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/houndstone.png,
973,Flamigo,,,,flamigo,,973,,,C,,,,,,,,,,,,,82,115,74,75,64,90,500,Flying,Fighting,Scrappy,Tangled Feet,Costar,,0,-3,,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/flamigo.png,https://www.serebii.net/scarletviolet/pokemon/new/973.png,https://www.serebii.net/pokemon/art/973.png,flamigo,https://img.pokemondb.net/artwork/large/flamigo.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/flamigo.png,
974,Cetoddle,,,,cetoddle,,974,,,Z,,,,,,,,,,,,,108,68,45,30,40,43,334,Ice,,Thick Fat,Snow Cloak,Sheer Force,,1,-2,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cetoddle.png,https://www.serebii.net/scarletviolet/pokemon/new/974.png,https://www.serebii.net/pokemon/art/974.png,cetoddle,https://img.pokemondb.net/artwork/large/cetoddle.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetoddle.png,
975,Cetitan,,,,cetitan,,975,,,C,,,,,,,,,,,,,170,113,65,45,55,73,521,Ice,,Thick Fat,Slush Rush,Sheer Force,,1,-2,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cetitan.png,https://www.serebii.net/scarletviolet/pokemon/new/975.png,https://www.serebii.net/pokemon/art/975.png,cetitan,https://img.pokemondb.net/artwork/large/cetitan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetitan.png,
976,Veluza,,,,veluza,,976,,,C,,,,,,,,,,,,,90,102,73,78,65,70,478,Water,Psychic,Mold Breaker,,Sharpness,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/veluza.png,https://www.serebii.net/scarletviolet/pokemon/new/976.png,https://www.serebii.net/pokemon/art/976.png,veluza,https://img.pokemondb.net/artwork/large/veluza.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/veluza.png,
977,Dondozo,,,,dondozo,,977,,,B,,,,,,,,,,,,,150,100,115,65,65,35,530,Water,,Unaware,Oblivious,Water Veil,,0,-3,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/dondozo.png,https://www.serebii.net/scarletviolet/pokemon/new/977.png,https://www.serebii.net/pokemon/art/977.png,dondozo,https://img.pokemondb.net/artwork/large/dondozo.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/dondozo.png,
978,Tatsugiri,,,,tatsugiri,,978,,,C,,,,,,,,,,,,,68,50,60,120,95,82,475,Dragon,Water,Commander,,Storm Drain,,1,-1,,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri.png,https://www.serebii.net/scarletviolet/pokemon/new/978.png,https://www.serebii.net/pokemon/art/978.png,tatsugiri,https://img.pokemondb.net/artwork/large/tatsugiri.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/tatsugiri.png,
979,Annihilape,,,,annihilape,,979,Team 6,Jihoonaah,S,,,,,,,,,,,,,110,115,80,50,90,90,535,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,Team 6,0,-3,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/annihilape.png,https://www.serebii.net/scarletviolet/pokemon/new/979.png,https://www.serebii.net/pokemon/art/979.png,annihilape,https://img.pokemondb.net/artwork/large/annihilape.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/annihilape.png,
980,Clodsire,,,,clodsire,,980,,,B,,,,,,,,,,,,,130,75,60,45,100,20,430,Poison,Ground,Poison Point,Water Absorb,Unaware,,1,-2,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/clodsire.png,https://www.serebii.net/scarletviolet/pokemon/new/980.png,https://www.serebii.net/pokemon/art/980.png,clodsire,https://img.pokemondb.net/artwork/large/clodsire.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/clodsire.png,
981,Farigiraf,,,,farigiraf,,981,Team 13,Mr. Whale,B,,,,,,,,,,,,,120,90,70,110,70,60,520,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,Team 13,1,-2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/farigiraf.png,https://www.serebii.net/scarletviolet/pokemon/new/981.png,https://www.serebii.net/pokemon/art/981.png,farigiraf,https://img.pokemondb.net/artwork/large/farigiraf.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/farigiraf.png,
982,Dudunsparce,,,,dudunsparce,,982,,,C,,,,,,,,,,,,,125,100,80,85,75,55,520,Normal,,Serene Grace,Run Away,Rattled,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/dudunsparce.png,https://www.serebii.net/scarletviolet/pokemon/new/982.png,https://www.serebii.net/pokemon/art/982.png,dudunsparce,https://img.pokemondb.net/artwork/large/dudunsparce.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/dudunsparce.png,
983,Kingambit,,,,kingambit,,983,,,A,,,,,,,,,,,,,100,135,120,60,85,50,550,Dark,Steel,Defiant,Supreme Overlord,Pressure,,0,-3,,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/kingambit.png,https://www.serebii.net/scarletviolet/pokemon/new/983.png,https://www.serebii.net/pokemon/art/983.png,kingambit,https://img.pokemondb.net/artwork/large/kingambit.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/kingambit.png,
984,Great Tusk,,,,greattusk,,984,Team 12,MonkeyRanger,A,,,,,,,,,,,,,115,131,131,53,53,87,570,Ground,Fighting,Protosynthesis,,,Team 12,0,-1,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,2.0,2.0,0.5,0.25,1.0,1.0,0.5,1.0,2.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,2.0,2.0,0.5,0.25,1.0,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/greattusk.png,https://www.serebii.net/scarletviolet/pokemon/new/984.png,https://www.serebii.net/pokemon/art/984.png,great-tusk,https://img.pokemondb.net/artwork/large/great-tusk.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/great-tusk.png,
985,Scream Tail,,,,screamtail,,985,Team 8,Burndt,A,,,,,,,,,,,,,115,65,99,65,115,111,570,Fairy,Psychic,Protosynthesis,,,Team 8,0,-1,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/screamtail.png,https://www.serebii.net/scarletviolet/pokemon/new/985.png,https://www.serebii.net/pokemon/art/985.png,scream-tail,https://img.pokemondb.net/artwork/large/scream-tail.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/scream-tail.png,
986,Brute Bonnet,,,,brutebonnet,,986,,,B,,,,,,,,,,,,,111,127,99,79,99,55,570,Grass,Dark,Protosynthesis,,,,0,-1,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,0.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,0.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/brutebonnet.png,https://www.serebii.net/scarletviolet/pokemon/new/986.png,https://www.serebii.net/pokemon/art/986.png,brute-bonnet,https://img.pokemondb.net/artwork/large/brute-bonnet.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/brute-bonnet.png,
